# Serializing assets/vocabularies/casereports/latest/casereports.ttl
# @context: {"@vocab": "http://publications.europa.eu/ontology/authority/", "dct": "http://purl.org/dc/elements/1.1/", "skos": "http://www.w3.org/2004/02/skos/core#", "owl": "http://www.w3.org/2002/07/owl#", "key": {"@id": "op-code"}, "valid_from": "start.use", "valid_until": "end.use", "url": "@id", "op_code": {"@id": "op-code"}, "country_code": {"@id": "dct:identifier"}, "version_info": "owl:versionInfo", "deprecated": {}, "label_en": {"@id": "skos:prefLabel", "@language": "en"}, "label_it": {"@id": "skos:prefLabel", "@language": "it"}}
# url: http://publications.europa.eu/resource/authority/case-report
# title: Case report
# version: 20160921-0
# description: Case report
key,url,country_code,label_en,label_it,deprecated,valid_from
OP_DATPRO,http://publications.europa.eu/resource/authority/case-report/OP_DATPRO,OP_DATPRO,Provisional data,Dati provvisori,,
REPORT_CASE_1,http://publications.europa.eu/resource/authority/case-report/REPORT_CASE_1,REPORT_CASE_1,General Reports – Court of Justice,Raccolta generale – Corte di giustizia,false,2015-01-01
REPORT_CASE_2,http://publications.europa.eu/resource/authority/case-report/REPORT_CASE_2,REPORT_CASE_2,General Report – General Court,Raccolta generale – Tribunale,false,2015-01-01
REPORT_CASE_STAFF,http://publications.europa.eu/resource/authority/case-report/REPORT_CASE_STAFF,REPORT_CASE_STAFF,Reports of Staff Cases,Raccolta della funzione pubblica,false,2005-01-01
