# Serializing assets/vocabularies/multilingual/latest/multilingual.ttl
# @context: {"@vocab": "http://publications.europa.eu/ontology/authority/", "dct": "http://purl.org/dc/elements/1.1/", "skos": "http://www.w3.org/2004/02/skos/core#", "owl": "http://www.w3.org/2002/07/owl#", "key": {"@id": "op-code"}, "valid_from": "start.use", "valid_until": "end.use", "url": "@id", "op_code": {"@id": "op-code"}, "country_code": {"@id": "dct:identifier"}, "version_info": "owl:versionInfo", "deprecated": {}, "label_en": {"@id": "skos:prefLabel", "@language": "en"}, "label_it": {"@id": "skos:prefLabel", "@language": "it"}}
# url: http://publications.europa.eu/resource/authority/multilingual
# title: Multilingual
# version: 20210616-0
# description: Multilingual
key,url,deprecated,country_code,label_en,label_it
8J0,http://publications.europa.eu/resource/authority/multilingual/8J0,false,8J0,Multilingual Code,
8K0,http://publications.europa.eu/resource/authority/multilingual/8K0,false,8K0,Multilingual Code,
8L0,http://publications.europa.eu/resource/authority/multilingual/8L0,false,8L0,Multilingual Code,
8M0,http://publications.europa.eu/resource/authority/multilingual/8M0,false,8M0,Multilingual Code,
8N0,http://publications.europa.eu/resource/authority/multilingual/8N0,false,8N0,Multilingual Code,
8P0,http://publications.europa.eu/resource/authority/multilingual/8P0,false,8P0,Multilingual Code,
8Q0,http://publications.europa.eu/resource/authority/multilingual/8Q0,false,8Q0,Multilingual Code,
8R0,http://publications.europa.eu/resource/authority/multilingual/8R0,false,8R0,Multilingual Code,
8S0,http://publications.europa.eu/resource/authority/multilingual/8S0,false,8S0,Multilingual Code,
8T0,http://publications.europa.eu/resource/authority/multilingual/8T0,false,8T0,Multilingual Code,
8U0,http://publications.europa.eu/resource/authority/multilingual/8U0,false,8U0,Multilingual Code,
8V0,http://publications.europa.eu/resource/authority/multilingual/8V0,false,8V0,Multilingual Code,
8W0,http://publications.europa.eu/resource/authority/multilingual/8W0,false,8W0,Multilingual Code,
8X0,http://publications.europa.eu/resource/authority/multilingual/8X0,false,8X0,Multilingual Code,
8Y0,http://publications.europa.eu/resource/authority/multilingual/8Y0,false,8Y0,Multilingual Code,
8Z0,http://publications.europa.eu/resource/authority/multilingual/8Z0,false,8Z0,Multilingual Code,
900,http://publications.europa.eu/resource/authority/multilingual/900,false,900,Multilingual Code,
910,http://publications.europa.eu/resource/authority/multilingual/910,false,910,Multilingual Code,
920,http://publications.europa.eu/resource/authority/multilingual/920,false,920,Multilingual Code,
930,http://publications.europa.eu/resource/authority/multilingual/930,false,930,Multilingual Code,
940,http://publications.europa.eu/resource/authority/multilingual/940,false,940,Multilingual Code,
950,http://publications.europa.eu/resource/authority/multilingual/950,false,950,Multilingual Code,
960,http://publications.europa.eu/resource/authority/multilingual/960,false,960,Multilingual Code,
970,http://publications.europa.eu/resource/authority/multilingual/970,false,970,Multilingual Code,
980,http://publications.europa.eu/resource/authority/multilingual/980,false,980,Multilingual Code,
990,http://publications.europa.eu/resource/authority/multilingual/990,false,990,Multilingual Code,
9A0,http://publications.europa.eu/resource/authority/multilingual/9A0,false,9A0,Multilingual Code,
9B0,http://publications.europa.eu/resource/authority/multilingual/9B0,false,9B0,Multilingual Code,
9C0,http://publications.europa.eu/resource/authority/multilingual/9C0,false,9C0,Multilingual Code,
9D0,http://publications.europa.eu/resource/authority/multilingual/9D0,false,9D0,Multilingual Code,
9E0,http://publications.europa.eu/resource/authority/multilingual/9E0,false,9E0,Multilingual Code,
9F0,http://publications.europa.eu/resource/authority/multilingual/9F0,false,9F0,Multilingual Code,
9G0,http://publications.europa.eu/resource/authority/multilingual/9G0,false,9G0,Multilingual Code,
9H0,http://publications.europa.eu/resource/authority/multilingual/9H0,false,9H0,Multilingual Code,
9I0,http://publications.europa.eu/resource/authority/multilingual/9I0,false,9I0,Multilingual Code,
9J0,http://publications.europa.eu/resource/authority/multilingual/9J0,false,9J0,Multilingual Code,
9K0,http://publications.europa.eu/resource/authority/multilingual/9K0,false,9K0,Multilingual Code,
9L0,http://publications.europa.eu/resource/authority/multilingual/9L0,false,9L0,Multilingual Code,
9M0,http://publications.europa.eu/resource/authority/multilingual/9M0,false,9M0,Multilingual Code,
9N0,http://publications.europa.eu/resource/authority/multilingual/9N0,false,9N0,Multilingual Code,
9P0,http://publications.europa.eu/resource/authority/multilingual/9P0,false,9P0,Multilingual Code,
9Q0,http://publications.europa.eu/resource/authority/multilingual/9Q0,false,9Q0,Multilingual Code,
9R0,http://publications.europa.eu/resource/authority/multilingual/9R0,false,9R0,Multilingual Code,
9S0,http://publications.europa.eu/resource/authority/multilingual/9S0,false,9S0,Multilingual Code,
9T0,http://publications.europa.eu/resource/authority/multilingual/9T0,false,9T0,Multilingual Code,
9U0,http://publications.europa.eu/resource/authority/multilingual/9U0,false,9U0,Multilingual Code,
9V0,http://publications.europa.eu/resource/authority/multilingual/9V0,false,9V0,Multilingual Code,
9W0,http://publications.europa.eu/resource/authority/multilingual/9W0,false,9W0,Multilingual Code,
9X0,http://publications.europa.eu/resource/authority/multilingual/9X0,false,9X0,Multilingual Code,
9Y0,http://publications.europa.eu/resource/authority/multilingual/9Y0,false,9Y0,Multilingual Code,
9Z0,http://publications.europa.eu/resource/authority/multilingual/9Z0,false,9Z0,Multilingual Code,
A00,http://publications.europa.eu/resource/authority/multilingual/A00,false,A00,Multilingual Code,
A10,http://publications.europa.eu/resource/authority/multilingual/A10,false,A10,Multilingual Code,
A20,http://publications.europa.eu/resource/authority/multilingual/A20,false,A20,Multilingual Code,
A30,http://publications.europa.eu/resource/authority/multilingual/A30,false,A30,Multilingual Code,
A40,http://publications.europa.eu/resource/authority/multilingual/A40,false,A40,Multilingual Code,
A50,http://publications.europa.eu/resource/authority/multilingual/A50,false,A50,Multilingual Code,
A60,http://publications.europa.eu/resource/authority/multilingual/A60,false,A60,Multilingual Code,
A70,http://publications.europa.eu/resource/authority/multilingual/A70,false,A70,Multilingual Code,
A80,http://publications.europa.eu/resource/authority/multilingual/A80,false,A80,Multilingual Code,
A90,http://publications.europa.eu/resource/authority/multilingual/A90,false,A90,Multilingual Code,
B00,http://publications.europa.eu/resource/authority/multilingual/B00,false,B00,Multilingual Code,
B10,http://publications.europa.eu/resource/authority/multilingual/B10,false,B10,Multilingual Code,
B20,http://publications.europa.eu/resource/authority/multilingual/B20,false,B20,Multilingual Code,
B30,http://publications.europa.eu/resource/authority/multilingual/B30,false,B30,Multilingual Code,
B40,http://publications.europa.eu/resource/authority/multilingual/B40,false,B40,Multilingual Code,
B50,http://publications.europa.eu/resource/authority/multilingual/B50,false,B50,Multilingual Code,
B60,http://publications.europa.eu/resource/authority/multilingual/B60,false,B60,Multilingual Code,
B70,http://publications.europa.eu/resource/authority/multilingual/B70,false,B70,Multilingual Code,
B80,http://publications.europa.eu/resource/authority/multilingual/B80,false,B80,Multilingual Code,
B90,http://publications.europa.eu/resource/authority/multilingual/B90,false,B90,Multilingual Code,
C00,http://publications.europa.eu/resource/authority/multilingual/C00,false,C00,Multilingual Code,
C10,http://publications.europa.eu/resource/authority/multilingual/C10,false,C10,Multilingual Code,
C20,http://publications.europa.eu/resource/authority/multilingual/C20,false,C20,Multilingual Code,
C30,http://publications.europa.eu/resource/authority/multilingual/C30,false,C30,Multilingual Code,
C40,http://publications.europa.eu/resource/authority/multilingual/C40,false,C40,Multilingual Code,
C50,http://publications.europa.eu/resource/authority/multilingual/C50,false,C50,Multilingual Code,
C60,http://publications.europa.eu/resource/authority/multilingual/C60,false,C60,Multilingual Code,
C70,http://publications.europa.eu/resource/authority/multilingual/C70,false,C70,Multilingual Code,
C80,http://publications.europa.eu/resource/authority/multilingual/C80,false,C80,Multilingual Code,
C90,http://publications.europa.eu/resource/authority/multilingual/C90,false,C90,Multilingual Code,
D00,http://publications.europa.eu/resource/authority/multilingual/D00,false,D00,Multilingual Code,
D10,http://publications.europa.eu/resource/authority/multilingual/D10,false,D10,Multilingual Code,
D20,http://publications.europa.eu/resource/authority/multilingual/D20,false,D20,Multilingual Code,
D30,http://publications.europa.eu/resource/authority/multilingual/D30,false,D30,Multilingual Code,
D40,http://publications.europa.eu/resource/authority/multilingual/D40,false,D40,Multilingual Code,
D50,http://publications.europa.eu/resource/authority/multilingual/D50,false,D50,Multilingual Code,
D60,http://publications.europa.eu/resource/authority/multilingual/D60,false,D60,Multilingual Code,
D70,http://publications.europa.eu/resource/authority/multilingual/D70,false,D70,Multilingual Code,
D80,http://publications.europa.eu/resource/authority/multilingual/D80,false,D80,Multilingual Code,
D90,http://publications.europa.eu/resource/authority/multilingual/D90,false,D90,Multilingual Code,
E00,http://publications.europa.eu/resource/authority/multilingual/E00,false,E00,Multilingual Code,
E10,http://publications.europa.eu/resource/authority/multilingual/E10,false,E10,Multilingual Code,
E20,http://publications.europa.eu/resource/authority/multilingual/E20,false,E20,Multilingual Code,
E30,http://publications.europa.eu/resource/authority/multilingual/E30,false,E30,Multilingual Code,
E40,http://publications.europa.eu/resource/authority/multilingual/E40,false,E40,Multilingual Code,
E50,http://publications.europa.eu/resource/authority/multilingual/E50,false,E50,Multilingual Code,
E60,http://publications.europa.eu/resource/authority/multilingual/E60,false,E60,Multilingual Code,
E70,http://publications.europa.eu/resource/authority/multilingual/E70,false,E70,Multilingual Code,
E80,http://publications.europa.eu/resource/authority/multilingual/E80,false,E80,Multilingual Code,
E90,http://publications.europa.eu/resource/authority/multilingual/E90,false,E90,Multilingual Code,
F00,http://publications.europa.eu/resource/authority/multilingual/F00,false,F00,Multilingual Code,
F10,http://publications.europa.eu/resource/authority/multilingual/F10,false,F10,Multilingual Code,
F20,http://publications.europa.eu/resource/authority/multilingual/F20,false,F20,Multilingual Code,
F30,http://publications.europa.eu/resource/authority/multilingual/F30,false,F30,Multilingual Code,
F40,http://publications.europa.eu/resource/authority/multilingual/F40,false,F40,Multilingual Code,
F50,http://publications.europa.eu/resource/authority/multilingual/F50,false,F50,Multilingual Code,
F60,http://publications.europa.eu/resource/authority/multilingual/F60,false,F60,Multilingual Code,
F70,http://publications.europa.eu/resource/authority/multilingual/F70,false,F70,Multilingual Code,
F80,http://publications.europa.eu/resource/authority/multilingual/F80,false,F80,Multilingual Code,
F90,http://publications.europa.eu/resource/authority/multilingual/F90,false,F90,Multilingual Code,
G00,http://publications.europa.eu/resource/authority/multilingual/G00,false,G00,Multilingual Code,
G10,http://publications.europa.eu/resource/authority/multilingual/G10,false,G10,Multilingual Code,
G20,http://publications.europa.eu/resource/authority/multilingual/G20,false,G20,Multilingual Code,
G30,http://publications.europa.eu/resource/authority/multilingual/G30,false,G30,Multilingual Code,
G40,http://publications.europa.eu/resource/authority/multilingual/G40,false,G40,Multilingual Code,
G50,http://publications.europa.eu/resource/authority/multilingual/G50,false,G50,Multilingual Code,
G60,http://publications.europa.eu/resource/authority/multilingual/G60,false,G60,Multilingual Code,
G70,http://publications.europa.eu/resource/authority/multilingual/G70,false,G70,Multilingual Code,
G80,http://publications.europa.eu/resource/authority/multilingual/G80,false,G80,Multilingual Code,
G90,http://publications.europa.eu/resource/authority/multilingual/G90,false,G90,Multilingual Code,
H00,http://publications.europa.eu/resource/authority/multilingual/H00,false,H00,Multilingual Code,
H10,http://publications.europa.eu/resource/authority/multilingual/H10,false,H10,Multilingual Code,
H20,http://publications.europa.eu/resource/authority/multilingual/H20,false,H20,Multilingual Code,
H30,http://publications.europa.eu/resource/authority/multilingual/H30,false,H30,Multilingual Code,
H40,http://publications.europa.eu/resource/authority/multilingual/H40,false,H40,Multilingual Code,
H50,http://publications.europa.eu/resource/authority/multilingual/H50,false,H50,Multilingual Code,
OP_DATPRO,http://publications.europa.eu/resource/authority/multilingual/OP_DATPRO,,OP_DATPRO,Provisional data,Dati provvisori
