# Serializing assets/vocabularies/places/latest/places.ttl
# @context: {"@vocab": "http://publications.europa.eu/ontology/authority/", "dct": "http://purl.org/dc/elements/1.1/", "skos": "http://www.w3.org/2004/02/skos/core#", "owl": "http://www.w3.org/2002/07/owl#", "key": {"@id": "op-code"}, "valid_from": "start.use", "valid_until": "end.use", "url": "@id", "op_code": {"@id": "op-code"}, "country_code": {"@id": "dct:identifier"}, "version_info": "owl:versionInfo", "deprecated": {}, "label_en": {"@id": "skos:prefLabel", "@language": "en"}, "label_it": {"@id": "skos:prefLabel", "@language": "it"}}
# url: http://publications.europa.eu/resource/authority/place
# title: Place
# version: 20210929-0
# description: Place
key,url,deprecated,valid_from,country_code,label_en,label_it,valid_until
AUT_KIT,http://publications.europa.eu/resource/authority/place/AUT_KIT,false,1951-01-01,AUT_KIT,Kitzbühel,Kitzbühel,
AUT_KKM,http://publications.europa.eu/resource/authority/place/AUT_KKM,false,1951-01-01,AUT_KKM,Kirchdorf an der Krems,Kirchdorf an der Krems,
AUT_KLU,http://publications.europa.eu/resource/authority/place/AUT_KLU,false,1951-01-01,AUT_KLU,Klagenfurt am Wörthersee,Klagenfurt am Wörthersee,
AUT_KTU,http://publications.europa.eu/resource/authority/place/AUT_KTU,false,1951-01-01,AUT_KTU,Klosterneuburg,Klosterneuburg,
AUT_LAN,http://publications.europa.eu/resource/authority/place/AUT_LAN,false,1951-01-01,AUT_LAN,Landeck,Landeck,
AUT_LBN,http://publications.europa.eu/resource/authority/place/AUT_LBN,false,1951-01-01,AUT_LBN,Leoben,Leoben,
AUT_LEI,http://publications.europa.eu/resource/authority/place/AUT_LEI,false,1951-01-01,AUT_LEI,Leibnitz,Leibnitz,
AUT_LEZ,http://publications.europa.eu/resource/authority/place/AUT_LEZ,false,1951-01-01,AUT_LEZ,Lienz,Lienz,
AUT_LLF,http://publications.europa.eu/resource/authority/place/AUT_LLF,false,1951-01-01,AUT_LLF,Lilienfeld,Lilienfeld,
AUT_LNZ,http://publications.europa.eu/resource/authority/place/AUT_LNZ,false,1951-01-01,AUT_LNZ,Linz,Linz,
AUT_LXE,http://publications.europa.eu/resource/authority/place/AUT_LXE,false,1951-01-01,AUT_LXE,Laxenburg,,
AUT_LZN,http://publications.europa.eu/resource/authority/place/AUT_LZN,false,1951-01-01,AUT_LZN,Liezen,Liezen,
AUT_MAT,http://publications.europa.eu/resource/authority/place/AUT_MAT,false,1951-01-01,AUT_MAT,Mattersburg,Mattersburg,
AUT_MEL,http://publications.europa.eu/resource/authority/place/AUT_MEL,false,1951-01-01,AUT_MEL,Melk,Melk,
AUT_MIS,http://publications.europa.eu/resource/authority/place/AUT_MIS,false,1951-01-01,AUT_MIS,Mistelbach,Mistelbach an der Zaya,
AUT_MOE,http://publications.europa.eu/resource/authority/place/AUT_MOE,false,1951-01-01,AUT_MOE,Mödling,Mödling,
AUT_MTH,http://publications.europa.eu/resource/authority/place/AUT_MTH,false,1951-01-01,AUT_MTH,Mattighofen,,
AUT_MUR,http://publications.europa.eu/resource/authority/place/AUT_MUR,false,1951-01-01,AUT_MUR,Murau,,
AUT_MZZ,http://publications.europa.eu/resource/authority/place/AUT_MZZ,false,1951-01-01,AUT_MZZ,Mürzzuschlag,Mürzzuschlag,
AUT_NAS,http://publications.europa.eu/resource/authority/place/AUT_NAS,false,1951-01-01,AUT_NAS,Neusiedl am See,Neusiedl am See,
AUT_NEH,http://publications.europa.eu/resource/authority/place/AUT_NEH,false,1951-01-01,AUT_NEH,Neulengbach,Neulengbach,
AUT_NKN,http://publications.europa.eu/resource/authority/place/AUT_NKN,false,1951-01-01,AUT_NKN,Neunkirchen,Neunkirchen,
AUT_NWS,http://publications.europa.eu/resource/authority/place/AUT_NWS,false,1951-01-01,AUT_NWS,Neumarkt am Wallersee,,
AUT_OBE,http://publications.europa.eu/resource/authority/place/AUT_OBE,false,1951-01-01,AUT_OBE,Oberpullendorf,Oberpullendorf,
AUT_OBR,http://publications.europa.eu/resource/authority/place/AUT_OBR,false,1951-01-01,AUT_OBR,Oberndorf bei Salzburg,,
AUT_OWT,http://publications.europa.eu/resource/authority/place/AUT_OWT,false,1951-01-01,AUT_OWT,Oberwart,Oberwart,
AUT_PER,http://publications.europa.eu/resource/authority/place/AUT_PER,false,1951-01-01,AUT_PER,Perg,Perg,
AUT_PLT,http://publications.europa.eu/resource/authority/place/AUT_PLT,false,1951-01-01,AUT_PLT,Sankt Pölten,Sankt Pölten,
AUT_PUF,http://publications.europa.eu/resource/authority/place/AUT_PUF,false,1951-01-01,AUT_PUF,Purkersdorf,Purkersdorf,
AUT_RIK,http://publications.europa.eu/resource/authority/place/AUT_RIK,false,1951-01-01,AUT_RIK,Ried im Innkreis,Ried im Innkreis,
AUT_ROH,http://publications.europa.eu/resource/authority/place/AUT_ROH,false,1951-01-01,AUT_ROH,Rohrbach,Rohrbach,
AUT_RTB,http://publications.europa.eu/resource/authority/place/AUT_RTB,false,1951-01-01,AUT_RTB,Rattenberg,,
